,company_name,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year,raised_amount_usd,founded_at
2548,MobileIron,Mobile Security,USA,CA,SF Bay Area,Mountain View,venture,E,2012-05-29,2012-05, 2012-Q2 ,2012.0,40000000,2007-05-01
2549,MobileIron,Mobile Security,USA,CA,SF Bay Area,Mountain View,venture,F,2013-10-10,2013-10, 2013-Q4 ,2013.0,48000000,2007-05-01
2550,MobileROI,Mobile Commerce,USA,NY,New York City,New York,seed/angel,0,2010-05-01,2010-05, 2010-Q2 ,2010.0,1000000,2013-01-01
2551,MobileROI,Mobile Commerce,USA,NY,New York City,New York,venture,A,2011-02-25,2011-02, 2011-Q1 ,2011.0,5000000,2013-01-01
2552,MobileSpaces,Mobile,USA,MD,"Washington, D.C.",Silver Spring,venture,A,2012-08-23,2012-08, 2012-Q3 ,2012.0,3000000,2011-01-01
2553,MobileSpaces,Mobile,USA,MD,"Washington, D.C.",Silver Spring,venture,B,2013-07-24,2013-07, 2013-Q3 ,2013.0,8600000,2011-01-01
2554,Mobiquity,Mobile,USA,MA,Boston,Wellesley,venture,A,2011-03-29,2011-03, 2011-Q1 ,2011.0,5000000,2011-04-07
2555,Mobiquity,Mobile,USA,MA,Boston,Wellesley,venture,B,2014-08-26,2014-08, 2014-Q3 ,2014.0,5000000,2011-04-07
2556,Moda Operandi,Fashion,USA,NY,New York City,New York,venture,B,2011-06-27,2011-06, 2011-Q2 ,2011.0,10000000,2010-08-01
2557,Moda Operandi,Fashion,USA,NY,New York City,New York,venture,C,2012-06-09,2012-06, 2012-Q2 ,2012.0,36000000,2010-08-01
2558,Moda Operandi,Fashion,USA,NY,New York City,New York,venture,D,2013-12-27,2013-12, 2013-Q4 ,2013.0,21607906,2010-08-01
2559,"Modernizing Medicine, Inc.",Health Care Information Technology,USA,FL,Palm Beaches,Boca Raton,venture,C,2013-08-20,2013-08, 2013-Q3 ,2013.0,14000000,2010-02-01
2560,"Modernizing Medicine, Inc.",Health Care Information Technology,USA,FL,Palm Beaches,Boca Raton,venture,D,2014-11-11,2014-11, 2014-Q4 ,2014.0,15000000,2010-02-01
2561,Modria,Legal,USA,CA,SF Bay Area,San Jose,seed/angel,0,2012-11-15,2012-11, 2012-Q4 ,2012.0,2500000,2011-04-01
2562,Modria,Legal,USA,CA,SF Bay Area,San Jose,venture,A,2013-07-01,2013-07, 2013-Q3 ,2013.0,5000000,2011-04-01
2563,Mojiva,Mobile,USA,NY,New York City,New York,seed/angel,0,2008-01-01,2008-01, 2008-Q1 ,2008.0,300000,2008-05-05
2564,Mojiva,Mobile,USA,NY,New York City,New York,venture,A,2008-11-01,2008-11, 2008-Q4 ,2008.0,3000000,2008-05-05
2565,Mojiva,Mobile,USA,NY,New York City,New York,venture,B,2010-04-28,2010-04, 2010-Q2 ,2010.0,7000000,2008-05-05
2566,Mojo Motors,Cars,USA,NY,New York City,New York,seed/angel,0,2010-02-01,2010-02, 2010-Q1 ,2010.0,1700000,2010-03-01
2567,Mojo Motors,Cars,USA,NY,New York City,New York,venture,A,2012-05-08,2012-05, 2012-Q2 ,2012.0,3000000,2010-03-01
2568,MomentFeed,Social Media Marketing,USA,CA,Los Angeles,Santa Monica,seed/angel,0,2013-02-12,2013-02, 2013-Q1 ,2013.0,1800000,2010-04-01
2569,MomentFeed,Social Media Marketing,USA,CA,Los Angeles,Santa Monica,venture,A,2013-12-11,2013-12, 2013-Q4 ,2013.0,5500000,2010-04-01
2570,Monetate,Testing,USA,PA,Philadelphia,Philadelphia,seed/angel,0,2008-01-01,2008-01, 2008-Q1 ,2008.0,600000,2008-03-01
2571,Monetate,Testing,USA,PA,Philadelphia,Philadelphia,venture,A,2010-12-06,2010-12, 2010-Q4 ,2010.0,5100000,2008-03-01
2572,Monetate,Testing,USA,PA,Philadelphia,Philadelphia,venture,B,2011-08-04,2011-08, 2011-Q3 ,2011.0,15000000,2008-03-01
2573,Monetate,Testing,USA,PA,Philadelphia,Philadelphia,venture,C,2013-02-06,2013-02, 2013-Q1 ,2013.0,15196677,2008-03-01
2574,MongoDB,Cloud Computing,USA,NY,New York City,New York,venture,A,2008-07-21,2008-07, 2008-Q3 ,2008.0,1500000,2007-11-01
2575,MongoDB,Cloud Computing,USA,NY,New York City,New York,venture,B,2009-11-04,2009-11, 2009-Q4 ,2009.0,3400000,2007-11-01
2576,MongoDB,Cloud Computing,USA,NY,New York City,New York,venture,C,2010-12-02,2010-12, 2010-Q4 ,2010.0,6500000,2007-11-01
2577,MongoDB,Cloud Computing,USA,NY,New York City,New York,venture,D,2011-09-12,2011-09, 2011-Q3 ,2011.0,20000000,2007-11-01
2578,MongoDB,Cloud Computing,USA,NY,New York City,New York,venture,E,2012-05-29,2012-05, 2012-Q2 ,2012.0,42000000,2007-11-01
2579,MongoDB,Cloud Computing,USA,NY,New York City,New York,venture,F,2013-10-04,2013-10, 2013-Q4 ,2013.0,150000000,2007-11-01
2580,Moontoast,E-Commerce,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-01-05,2012-01, 2012-Q1 ,2012.0,6000000,2008-02-01
2581,Moontoast,E-Commerce,USA,CA,SF Bay Area,San Francisco,venture,B,2013-01-14,2013-01, 2013-Q1 ,2013.0,5000000,2008-02-01
2582,Moovweb,Apps,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2009-01-01,2009-01, 2009-Q1 ,2009.0,700000,2007-01-01
2583,Moovweb,Apps,USA,CA,SF Bay Area,San Francisco,venture,A,2013-03-28,2013-03, 2013-Q1 ,2013.0,16000000,2007-01-01
2584,Morphlabs,Cloud Management,USA,CA,Los Angeles,Manhattan Beach,venture,B,2010-07-14,2010-07, 2010-Q3 ,2010.0,5500000,2007-08-10
2585,Morphlabs,Cloud Management,USA,CA,Los Angeles,Manhattan Beach,venture,C,2011-09-06,2011-09, 2011-Q3 ,2011.0,5000000,2007-08-10
2586,Morphlabs,Cloud Management,USA,CA,Los Angeles,Manhattan Beach,venture,D,2013-08-22,2013-08, 2013-Q3 ,2013.0,10000000,2007-08-10
2587,Mosaic,Solar,USA,CA,SF Bay Area,Oakland,venture,A,2012-05-31,2012-05, 2012-Q2 ,2012.0,2500000,2011-01-01
2588,Mosaic,Solar,USA,CA,SF Bay Area,Oakland,venture,B,2013-07-29,2013-07, 2013-Q3 ,2013.0,15000000,2011-01-01
2589,Moseo (SeniorHomes.com),Curated Web,USA,WA,Seattle,Seattle,venture,A,2010-06-01,2010-06, 2010-Q2 ,2010.0,1600000,2009-01-01
2590,Moseo (SeniorHomes.com),Curated Web,USA,WA,Seattle,Seattle,venture,B,2011-07-26,2011-07, 2011-Q3 ,2011.0,3000000,2009-01-01
2591,MovableInk,Advertising,USA,NY,New York City,New York,seed/angel,0,2011-01-01,2011-01, 2011-Q1 ,2011.0,85000,2010-10-01
2592,MovableInk,Advertising,USA,NY,New York City,New York,venture,A,2011-07-13,2011-07, 2011-Q3 ,2011.0,1300000,2010-10-01
2593,MovableInk,Advertising,USA,NY,New York City,New York,venture,B,2013-05-08,2013-05, 2013-Q2 ,2013.0,11000000,2010-10-01
2594,Moveline,Finance,USA,NV,Las Vegas,Las Vegas,seed/angel,0,2012-10-31,2012-10, 2012-Q4 ,2012.0,1500000,2011-12-17
2595,Moveline,Finance,USA,NV,Las Vegas,Las Vegas,venture,A,2014-04-30,2014-04, 2014-Q2 ,2014.0,3000000,2011-12-17
2596,Moven,Mobile,USA,NY,New York City,New York,seed/angel,0,2013-08-14,2013-08, 2013-Q3 ,2013.0,2000000,2011-04-01
2597,Moven,Mobile,USA,NY,New York City,New York,venture,A,2014-07-01,2014-07, 2014-Q3 ,2014.0,8000000,2011-04-01
2598,MoviePass,Games,USA,NY,New York City,New York,seed/angel,0,2011-02-23,2011-02, 2011-Q1 ,2011.0,1500000,2011-02-01
2599,MoviePass,Games,USA,NY,New York City,New York,venture,A,2014-09-26,2014-09, 2014-Q3 ,2014.0,2200000,2011-02-01
2600,Munchery,Hospitality,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-09-05,2013-09, 2013-Q3 ,2013.0,700000,2011-04-01
2601,Munchery,Hospitality,USA,CA,SF Bay Area,San Francisco,venture,A,2012-11-09,2012-11, 2012-Q4 ,2012.0,4000000,2011-04-01
2602,Munchery,Hospitality,USA,CA,SF Bay Area,San Francisco,venture,B,2014-04-10,2014-04, 2014-Q2 ,2014.0,28000000,2011-04-01
2603,Music Mastermind,Audio,USA,CA,Los Angeles,Calabasas,venture,A,2010-02-24,2010-02, 2010-Q1 ,2010.0,4850000,2008-01-01
2604,Music Mastermind,Audio,USA,CA,Los Angeles,Calabasas,venture,B,2014-09-09,2014-09, 2014-Q3 ,2014.0,4600000,2008-01-01
2605,My Damn Channel,Video,USA,CA,Los Angeles,El Segundo,venture,A,2007-08-31,2007-08, 2007-Q3 ,2007.0,3200000,2007-03-13
2606,My Damn Channel,Video,USA,CA,Los Angeles,El Segundo,venture,B,2010-08-09,2010-08, 2010-Q3 ,2010.0,4400000,2007-03-13
2607,MyCityWay,Location Based Services,USA,NY,New York City,New York,seed/angel,0,2010-05-25,2010-05, 2010-Q2 ,2010.0,1000000,2009-11-01
2608,MyCityWay,Location Based Services,USA,NY,New York City,New York,venture,A,2011-02-25,2011-02, 2011-Q1 ,2011.0,5000000,2009-11-01
2609,MyEdu,Colleges,USA,TX,Austin,Austin,venture,A,2009-01-01,2009-01, 2009-Q1 ,2009.0,3200000,2009-01-01
2610,MyEdu,Colleges,USA,TX,Austin,Austin,venture,B,2010-02-24,2010-02, 2010-Q1 ,2010.0,5500000,2009-01-01
2611,MyHealthTeams,Health and Wellness,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-08-14,2012-08, 2012-Q3 ,2012.0,1750000,2010-01-01
2612,MyHealthTeams,Health and Wellness,USA,CA,SF Bay Area,San Francisco,venture,A,2014-02-12,2014-02, 2014-Q1 ,2014.0,3360000,2010-01-01
2613,MyLikes,Advertising,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2010-04-13,2010-04, 2010-Q2 ,2010.0,630000,2010-01-01
2614,MyLikes,Advertising,USA,CA,SF Bay Area,San Francisco,venture,A,2010-11-30,2010-11, 2010-Q4 ,2010.0,5600000,2010-01-01
2615,Mytopia,Games,USA,CA,SF Bay Area,Palo Alto,seed/angel,0,2008-01-01,2008-01, 2008-Q1 ,2008.0,300000,2007-01-01
2616,Mytopia,Games,USA,CA,SF Bay Area,Palo Alto,venture,A,2009-03-01,2009-03, 2009-Q1 ,2009.0,3200000,2007-01-01
2617,NBD Nanotechnologies Inc,Nanotechnology,USA,MA,Boston,Boston,seed/angel,0,2013-01-24,2013-01, 2013-Q1 ,2013.0,1000000,2012-03-05
2618,NBD Nanotechnologies Inc,Nanotechnology,USA,MA,Boston,Boston,venture,A,2014-08-14,2014-08, 2014-Q3 ,2014.0,5200000,2012-03-05
2619,NGM Biopharmaceuticals,Biotechnology,USA,CA,SF Bay Area,South San Francisco,venture,A,2009-12-22,2009-12, 2009-Q4 ,2009.0,26550000,2007-01-01
2620,NGM Biopharmaceuticals,Biotechnology,USA,CA,SF Bay Area,South San Francisco,venture,B,2011-11-07,2011-11, 2011-Q4 ,2011.0,55389000,2007-01-01
2621,NGM Biopharmaceuticals,Biotechnology,USA,CA,SF Bay Area,South San Francisco,venture,C,2013-07-18,2013-07, 2013-Q3 ,2013.0,50000000,2007-01-01
2622,Namely,Enterprise Software,USA,NY,New York City,New York,seed/angel,0,2012-01-01,2012-01, 2012-Q1 ,2012.0,1000000,2012-01-17
2623,Namely,Enterprise Software,USA,NY,New York City,New York,venture,A,2013-06-11,2013-06, 2013-Q2 ,2013.0,3350000,2012-01-17
2624,Namely,Enterprise Software,USA,NY,New York City,New York,venture,B,2014-11-04,2014-11, 2014-Q4 ,2014.0,12000000,2012-01-17
2625,Narrative Science,Big Data,USA,IL,Chicago,Chicago,seed/angel,0,2010-04-22,2010-04, 2010-Q2 ,2010.0,1350000,2010-01-01
2626,Narrative Science,Big Data,USA,IL,Chicago,Chicago,venture,B,2011-01-01,2011-01, 2011-Q1 ,2011.0,6000000,2010-01-01
2627,Narrative Science,Big Data,USA,IL,Chicago,Chicago,venture,C,2013-09-10,2013-09, 2013-Q3 ,2013.0,11500000,2010-01-01
2628,Narrative Science,Big Data,USA,IL,Chicago,Chicago,venture,D,2014-11-28,2014-11, 2014-Q4 ,2014.0,10000000,2010-01-01
2629,Nasuni,Enterprise Software,USA,MA,Boston,Natick,venture,A,2009-12-14,2009-12, 2009-Q4 ,2009.0,8000000,2009-04-01
2630,Nasuni,Enterprise Software,USA,MA,Boston,Natick,venture,B,2010-12-20,2010-12, 2010-Q4 ,2010.0,15000000,2009-04-01
2631,Nasuni,Enterprise Software,USA,MA,Boston,Natick,venture,C,2014-08-11,2014-08, 2014-Q3 ,2014.0,10000000,2009-04-01
2632,NationBuilder,Politics,USA,CA,Los Angeles,Los Angeles,seed/angel,0,2011-05-11,2011-05, 2011-Q2 ,2011.0,500000,2009-10-31
2633,NationBuilder,Politics,USA,CA,Los Angeles,Los Angeles,venture,A,2012-03-08,2012-03, 2012-Q1 ,2012.0,6250000,2009-10-31
2634,NationBuilder,Politics,USA,CA,Los Angeles,Los Angeles,venture,B,2013-06-06,2013-06, 2013-Q2 ,2013.0,8000000,2009-10-31
2635,Nativo,Advertising,USA,CA,Los Angeles,El Segundo,seed/angel,0,2010-06-07,2010-06, 2010-Q2 ,2010.0,1800000,2010-06-07
2636,Nativo,Advertising,USA,CA,Los Angeles,El Segundo,venture,A,2013-04-09,2013-04, 2013-Q2 ,2013.0,4450000,2010-06-07
2637,NatureBox,Retail,USA,CA,SF Bay Area,San Carlos,seed/angel,0,2012-12-12,2012-12, 2012-Q4 ,2012.0,2000000,2012-01-01
2638,NatureBox,Retail,USA,CA,SF Bay Area,San Carlos,venture,A,2013-07-23,2013-07, 2013-Q3 ,2013.0,8500000,2012-01-01
2639,NatureBox,Retail,USA,CA,SF Bay Area,San Carlos,venture,B,2014-04-14,2014-04, 2014-Q2 ,2014.0,18000000,2012-01-01
2640,Navmii,Maps,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2009-08-01,2009-08, 2009-Q3 ,2009.0,1125000,2010-07-12
2641,Navmii,Maps,USA,CA,SF Bay Area,San Francisco,venture,A,2012-07-16,2012-07, 2012-Q3 ,2012.0,3116446,2010-07-12
2642,Nebula,Cloud Computing,USA,CA,SF Bay Area,Palo Alto,venture,A,2011-05-01,2011-05, 2011-Q2 ,2011.0,10000000,2011-04-01
2643,Nebula,Cloud Computing,USA,CA,SF Bay Area,Palo Alto,venture,B,2012-09-05,2012-09, 2012-Q3 ,2012.0,25000000,2011-04-01
2644,Needle,Software,USA,UT,Salt Lake City,Salt Lake City,venture,A,2011-02-04,2011-02, 2011-Q1 ,2011.0,2000000,2010-01-01
2645,Needle,Software,USA,UT,Salt Lake City,Salt Lake City,venture,B,2012-07-02,2012-07, 2012-Q3 ,2012.0,10500000,2010-01-01
2646,NeoChord,Biotechnology,USA,MN,Minneapolis,Eden Prairie,venture,A,2009-06-16,2009-06, 2009-Q2 ,2009.0,3359055,2007-01-01
2647,NeoChord,Biotechnology,USA,MN,Minneapolis,Eden Prairie,venture,B,2011-07-29,2011-07, 2011-Q3 ,2011.0,5074000,2007-01-01
2648,Neon Labs,Curated Web,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-04-03,2013-04, 2013-Q2 ,2013.0,625000,2012-01-01
2649,Neon Labs,Curated Web,USA,CA,SF Bay Area,San Francisco,venture,A,2014-07-15,2014-07, 2014-Q3 ,2014.0,4099999,2012-01-01
2650,Neos Therapeutics,Biotechnology,USA,TX,Dallas,Grand Prairie,venture,B,2009-11-24,2009-11, 2009-Q4 ,2009.0,24100000,2008-01-01
2651,Neos Therapeutics,Biotechnology,USA,TX,Dallas,Grand Prairie,venture,C,2014-04-23,2014-04, 2014-Q2 ,2014.0,2500000,2008-01-01
2652,NerVve Technologies,Video,USA,NY,Buffalo,Buffalo,seed/angel,0,2012-08-21,2012-08, 2012-Q3 ,2012.0,300000,2012-01-01
2653,NerVve Technologies,Video,USA,NY,Buffalo,Buffalo,venture,A,2014-10-20,2014-10, 2014-Q4 ,2014.0,5000000,2012-01-01
2654,Nervana Systems,Computers,USA,CA,San Diego,San Diego,seed/angel,0,2014-04-17,2014-04, 2014-Q2 ,2014.0,600000,2014-01-01
2655,Nervana Systems,Computers,USA,CA,San Diego,San Diego,venture,A,2014-08-21,2014-08, 2014-Q3 ,2014.0,3300000,2014-01-01
2656,Ness Computing,iPhone,USA,CA,SF Bay Area,Los Altos,venture,A,2011-07-19,2011-07, 2011-Q3 ,2011.0,5000000,2009-10-01
2657,Ness Computing,iPhone,USA,CA,SF Bay Area,Los Altos,venture,B,2012-08-21,2012-08, 2012-Q3 ,2012.0,15000000,2009-10-01
2658,Netpulse,Health and Wellness,USA,CA,SF Bay Area,San Francisco,venture,A,2009-10-26,2009-10, 2009-Q4 ,2009.0,3100000,2009-01-01
2659,Netpulse,Health and Wellness,USA,CA,SF Bay Area,San Francisco,venture,B,2010-08-10,2010-08, 2010-Q3 ,2010.0,2000000,2009-01-01
2660,Netpulse,Health and Wellness,USA,CA,SF Bay Area,San Francisco,venture,C,2012-07-30,2012-07, 2012-Q3 ,2012.0,15600000,2009-01-01
2661,Netpulse,Health and Wellness,USA,CA,SF Bay Area,San Francisco,venture,D,2014-09-29,2014-09, 2014-Q3 ,2014.0,18600000,2009-01-01
2662,"Netsertive, Inc",Local Businesses,USA,NC,Raleigh,Morrisville,venture,A,2010-12-13,2010-12, 2010-Q4 ,2010.0,4475002,2009-01-01
2663,"Netsertive, Inc",Local Businesses,USA,NC,Raleigh,Morrisville,venture,B,2012-08-14,2012-08, 2012-Q3 ,2012.0,7300000,2009-01-01
2664,"Netsertive, Inc",Local Businesses,USA,NC,Raleigh,Morrisville,venture,C,2014-09-04,2014-09, 2014-Q3 ,2014.0,3000000,2009-01-01
2665,Netskope,Software,USA,CA,SF Bay Area,Los Altos,venture,A,2013-01-01,2013-01, 2013-Q1 ,2013.0,5500000,2012-10-08
2666,Netskope,Software,USA,CA,SF Bay Area,Los Altos,venture,B,2013-10-13,2013-10, 2013-Q4 ,2013.0,15900000,2012-10-08
2667,Netskope,Software,USA,CA,SF Bay Area,Los Altos,venture,C,2014-05-15,2014-05, 2014-Q2 ,2014.0,35000000,2012-10-08
2668,Neuros Medical,Health Care,USA,OH,Cleveland,Willoughby,seed/angel,0,2009-07-22,2009-07, 2009-Q3 ,2009.0,275000,2008-01-01
2669,Neuros Medical,Health Care,USA,OH,Cleveland,Willoughby,venture,A,2012-07-18,2012-07, 2012-Q3 ,2012.0,3500000,2008-01-01
2670,Neuros Medical,Health Care,USA,OH,Cleveland,Willoughby,venture,B,2014-04-01,2014-04, 2014-Q2 ,2014.0,4000000,2008-01-01
2671,Neurotrack,Biotechnology,USA,CA,SF Bay Area,Palo Alto,seed/angel,0,2013-05-22,2013-05, 2013-Q2 ,2013.0,90000,2012-01-01
2672,Neurotrack,Biotechnology,USA,CA,SF Bay Area,Palo Alto,venture,A,2013-09-26,2013-09, 2013-Q3 ,2013.0,2000000,2012-01-01
2673,Neverware,Startups,USA,NY,New York City,New York,seed/angel,0,2013-05-20,2013-05, 2013-Q2 ,2013.0,1000000,2011-03-01
2674,Neverware,Startups,USA,NY,New York City,New York,venture,A,2014-10-15,2014-10, 2014-Q4 ,2014.0,6576915,2011-03-01
2675,New Relic,SaaS,USA,CA,SF Bay Area,San Francisco,venture,A,2008-04-01,2008-04, 2008-Q2 ,2008.0,3500000,2008-02-01
2676,New Relic,SaaS,USA,CA,SF Bay Area,San Francisco,venture,B,2008-11-12,2008-11, 2008-Q4 ,2008.0,6000000,2008-02-01
2677,New Relic,SaaS,USA,CA,SF Bay Area,San Francisco,venture,C,2010-10-14,2010-10, 2010-Q4 ,2010.0,10000000,2008-02-01
2678,Newsela,Education,USA,NY,New York City,New York,seed/angel,0,2013-10-09,2013-10, 2013-Q4 ,2013.0,1200000,2013-10-01
2679,Newsela,Education,USA,NY,New York City,New York,venture,A,2014-09-24,2014-09, 2014-Q3 ,2014.0,5956174,2013-10-01
2680,Newsle,Social Network Media,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-02-22,2012-02, 2012-Q1 ,2012.0,600000,2011-01-01
2681,Newsle,Social Network Media,USA,CA,SF Bay Area,San Francisco,venture,A,2013-11-08,2013-11, 2013-Q4 ,2013.0,200000,2011-01-01
2682,NexPlanar,Semiconductors,USA,OR,"Portland, Oregon",Hillsboro,venture,C,2008-04-09,2008-04, 2008-Q2 ,2008.0,14500000,2008-06-12
2683,NexPlanar,Semiconductors,USA,OR,"Portland, Oregon",Hillsboro,venture,D,2011-03-31,2011-03, 2011-Q1 ,2011.0,10000000,2008-06-12
2684,Nexgate,Brand Marketing,USA,CA,SF Bay Area,Burlingame,seed/angel,0,2011-09-30,2011-09, 2011-Q3 ,2011.0,250000,2011-05-30
2685,Nexgate,Brand Marketing,USA,CA,SF Bay Area,Burlingame,venture,A,2013-04-09,2013-04, 2013-Q2 ,2013.0,3500000,2011-05-30
2686,Next Big Sound,Music,USA,NY,New York City,New York,seed/angel,0,2009-12-03,2009-12, 2009-Q4 ,2009.0,1000000,2008-06-20
2687,Next Big Sound,Music,USA,NY,New York City,New York,venture,A,2012-01-03,2012-01, 2012-Q1 ,2012.0,6500000,2008-06-20
2688,Next New Networks,Video,USA,NY,New York City,New York,venture,A,2007-01-01,2007-01, 2007-Q1 ,2007.0,8000000,2007-03-01
2689,Next New Networks,Video,USA,NY,New York City,New York,venture,B,2008-03-12,2008-03, 2008-Q1 ,2008.0,15000000,2007-03-01
2690,Next New Networks,Video,USA,NY,New York City,New York,venture,C,2010-03-31,2010-03, 2010-Q1 ,2010.0,3063781,2007-03-01
2691,Next Step Living,Clean Technology,USA,MA,Boston,Boston,venture,B,2010-08-16,2010-08, 2010-Q3 ,2010.0,2600000,2008-03-01
2692,Next Step Living,Clean Technology,USA,MA,Boston,Boston,venture,C,2012-12-06,2012-12, 2012-Q4 ,2012.0,18200000,2008-03-01
2693,Next Step Living,Clean Technology,USA,MA,Boston,Boston,venture,D,2014-06-25,2014-06, 2014-Q2 ,2014.0,25000000,2008-03-01
2694,NextGxDX,Biotechnology,USA,TN,Nashville,Franklin,seed/angel,0,2013-03-05,2013-03, 2013-Q1 ,2013.0,1000000,2010-11-01
2695,NextGxDX,Biotechnology,USA,TN,Nashville,Franklin,venture,B,2014-03-05,2014-03, 2014-Q1 ,2014.0,2949029,2010-11-01
2696,NextImage Medical,Health Care,USA,CA,San Diego,San Diego,venture,A,2009-11-17,2009-11, 2009-Q4 ,2009.0,5000000,2008-01-01
2697,NextImage Medical,Health Care,USA,CA,San Diego,San Diego,venture,B,2014-02-28,2014-02, 2014-Q1 ,2014.0,1600000,2008-01-01
2698,Nextdoor,Privacy,USA,CA,SF Bay Area,San Francisco,venture,A,2012-07-24,2012-07, 2012-Q3 ,2012.0,18600000,2010-01-01
2699,Nextdoor,Privacy,USA,CA,SF Bay Area,San Francisco,venture,B,2013-02-12,2013-02, 2013-Q1 ,2013.0,21600000,2010-01-01
2700,Nextdoor,Privacy,USA,CA,SF Bay Area,San Francisco,venture,C,2013-10-29,2013-10, 2013-Q4 ,2013.0,60000000,2010-01-01
2701,Nginx,Software,USA,CA,SF Bay Area,San Francisco,venture,A,2011-10-10,2011-10, 2011-Q4 ,2011.0,3000000,2011-01-01
2702,Nginx,Software,USA,CA,SF Bay Area,San Francisco,venture,B,2013-10-15,2013-10, 2013-Q4 ,2013.0,10000000,2011-01-01
2703,Nicira Networks,Web Hosting,USA,CA,SF Bay Area,Palo Alto,venture,A,2009-06-25,2009-06, 2009-Q2 ,2009.0,575002,2007-01-01
2704,Nicira Networks,Web Hosting,USA,CA,SF Bay Area,Palo Alto,venture,B,2010-09-22,2010-09, 2010-Q3 ,2010.0,11349984,2007-01-01
2705,Nicira Networks,Web Hosting,USA,CA,SF Bay Area,Palo Alto,venture,C,2011-02-03,2011-02, 2011-Q1 ,2011.0,26000000,2007-01-01
2706,Nimble Storage,Technology,USA,CA,SF Bay Area,San Jose,venture,A,2008-12-21,2008-12, 2008-Q4 ,2008.0,8776231,2008-01-01
2707,Nimble Storage,Technology,USA,CA,SF Bay Area,San Jose,venture,B,2008-12-24,2008-12, 2008-Q4 ,2008.0,8274999,2008-01-01
2708,Nimble Storage,Technology,USA,CA,SF Bay Area,San Jose,venture,C,2010-12-08,2010-12, 2010-Q4 ,2010.0,16000000,2008-01-01
2709,Nimble Storage,Technology,USA,CA,SF Bay Area,San Jose,venture,D,2011-07-14,2011-07, 2011-Q3 ,2011.0,25000000,2008-01-01
2710,Nimble Storage,Technology,USA,CA,SF Bay Area,San Jose,venture,E,2012-09-10,2012-09, 2012-Q3 ,2012.0,40700000,2008-01-01
2711,Nimble TV,Software,USA,NY,New York City,New York,seed/angel,0,2011-10-27,2011-10, 2011-Q4 ,2011.0,1650000,2010-01-01
2712,Nimble TV,Software,USA,NY,New York City,New York,venture,A,2012-09-14,2012-09, 2012-Q3 ,2012.0,4500000,2010-01-01
2713,Nimbula,Infrastructure,USA,CA,SF Bay Area,Mountain View,venture,A,2010-06-23,2010-06, 2010-Q2 ,2010.0,5750000,2008-01-01
2714,Nimbula,Infrastructure,USA,CA,SF Bay Area,Mountain View,venture,B,2010-08-23,2010-08, 2010-Q3 ,2010.0,15000000,2008-01-01
2715,Nimbus Discovery,Biotechnology,USA,MA,Boston,Cambridge,seed/angel,0,2011-03-10,2011-03, 2011-Q1 ,2011.0,1500000,2009-01-01
2716,Nimbus Discovery,Biotechnology,USA,MA,Boston,Cambridge,venture,A,2011-06-28,2011-06, 2011-Q2 ,2011.0,24000000,2009-01-01
2717,Nirvanix,Cloud Data Services,USA,CA,San Diego,San Diego,venture,A,2007-12-19,2007-12, 2007-Q4 ,2007.0,18000000,2007-07-01
2718,Nirvanix,Cloud Data Services,USA,CA,San Diego,San Diego,venture,B,2009-04-09,2009-04, 2009-Q2 ,2009.0,5000000,2007-07-01
2719,Nirvanix,Cloud Data Services,USA,CA,San Diego,San Diego,venture,C,2012-05-03,2012-05, 2012-Q2 ,2012.0,25000000,2007-07-01
2720,Nitrous,Software,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-04-16,2013-04, 2013-Q2 ,2013.0,1000000,2012-07-01
2721,Nitrous,Software,USA,CA,SF Bay Area,San Francisco,venture,A,2014-03-18,2014-03, 2014-Q1 ,2014.0,6650000,2012-07-01
2722,Nix Hydra,Mobile Games,USA,CA,Los Angeles,Los Angeles,seed/angel,0,2012-01-01,2012-01, 2012-Q1 ,2012.0,615000,2012-01-01
2723,Nix Hydra,Mobile Games,USA,CA,Los Angeles,Los Angeles,venture,A,2014-05-29,2014-05, 2014-Q2 ,2014.0,5000000,2012-01-01
2724,NoWait,Mobile,USA,PA,Pittsburgh,Pittsburgh,seed/angel,0,2010-10-22,2010-10, 2010-Q4 ,2010.0,25000,2010-01-01
2725,NoWait,Mobile,USA,PA,Pittsburgh,Pittsburgh,venture,A,2012-08-28,2012-08, 2012-Q3 ,2012.0,2000000,2010-01-01
2726,NoWait,Mobile,USA,PA,Pittsburgh,Pittsburgh,venture,B,2014-05-20,2014-05, 2014-Q2 ,2014.0,10000000,2010-01-01
2727,Nok Nok Labs,Security,USA,CA,SF Bay Area,Palo Alto,venture,A,2013-02-12,2013-02, 2013-Q1 ,2013.0,15000000,2011-11-01
