,company_name,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year,raised_amount_usd,founded_at
451,BiOM,Biotechnology,USA,MA,Boston,Bedford,venture,B,2009-10-21,2009-10, 2009-Q4 ,2009.0,20000000,2007-01-01
452,BiOM,Biotechnology,USA,MA,Boston,Bedford,venture,C,2011-01-13,2011-01, 2011-Q1 ,2011.0,15000000,2007-01-01
453,BiOM,Biotechnology,USA,MA,Boston,Bedford,venture,D,2012-09-13,2012-09, 2012-Q3 ,2012.0,17000000,2007-01-01
454,Big Stage,Entertainment,USA,CA,Los Angeles,South Pasadena,venture,A,2007-03-01,2007-03, 2007-Q1 ,2007.0,7900000,2008-06-01
455,Big Stage,Entertainment,USA,CA,Los Angeles,South Pasadena,venture,B,2009-04-14,2009-04, 2009-Q2 ,2009.0,2700000,2008-06-01
456,BigDoor,Game Mechanics,USA,WA,Seattle,Seattle,seed/angel,0,2009-10-14,2009-10, 2009-Q4 ,2009.0,250000,2009-06-01
457,BigDoor,Game Mechanics,USA,WA,Seattle,Seattle,venture,B,2010-06-08,2010-06, 2010-Q2 ,2010.0,5000000,2009-06-01
458,BigDoor,Game Mechanics,USA,WA,Seattle,Seattle,venture,C,2012-04-03,2012-04, 2012-Q2 ,2012.0,5000000,2009-06-01
459,Bigcommerce,Web Development,USA,TX,Austin,Austin,venture,A,2011-08-01,2011-08, 2011-Q3 ,2011.0,15000000,2009-01-01
460,Bigcommerce,Web Development,USA,TX,Austin,Austin,venture,B,2012-09-05,2012-09, 2012-Q3 ,2012.0,20000000,2009-01-01
461,Bigcommerce,Web Development,USA,TX,Austin,Austin,venture,C,2013-07-25,2013-07, 2013-Q3 ,2013.0,40000000,2009-01-01
462,Bigcommerce,Web Development,USA,TX,Austin,Austin,venture,D,2014-11-19,2014-11, 2014-Q4 ,2014.0,50000000,2009-01-01
463,BillGuard,IT and Cybersecurity,USA,NY,New York City,New York,venture,A,2010-05-28,2010-05, 2010-Q2 ,2010.0,3000000,2010-04-11
464,BillGuard,IT and Cybersecurity,USA,NY,New York City,New York,venture,B,2011-10-06,2011-10, 2011-Q4 ,2011.0,10000000,2010-04-11
465,BioCatch,Biotechnology,USA,MA,Boston,Boston,seed/angel,0,2012-03-01,2012-03, 2012-Q1 ,2012.0,600000,2010-01-01
466,BioCatch,Biotechnology,USA,MA,Boston,Boston,venture,A,2014-06-17,2014-06, 2014-Q2 ,2014.0,10000000,2010-01-01
467,Birchbox,Marketplaces,USA,NY,New York City,New York,seed/angel,0,2010-10-27,2010-10, 2010-Q4 ,2010.0,1400000,2010-01-01
468,Birchbox,Marketplaces,USA,NY,New York City,New York,venture,A,2011-08-17,2011-08, 2011-Q3 ,2011.0,10500000,2010-01-01
469,Birchbox,Marketplaces,USA,NY,New York City,New York,venture,B,2014-04-21,2014-04, 2014-Q2 ,2014.0,60000000,2010-01-01
470,BitPay,Bitcoin,USA,GA,Atlanta,Atlanta,seed/angel,0,2013-01-07,2013-01, 2013-Q1 ,2013.0,510000,2011-05-01
471,BitPay,Bitcoin,USA,GA,Atlanta,Atlanta,venture,A,2014-05-13,2014-05, 2014-Q2 ,2014.0,30000000,2011-05-01
472,BitSight Technologies,Security,USA,MA,Boston,Cambridge,seed/angel,0,2011-04-15,2011-04, 2011-Q2 ,2011.0,1035000,2011-01-01
473,BitSight Technologies,Security,USA,MA,Boston,Cambridge,venture,A,2013-06-05,2013-06, 2013-Q2 ,2013.0,24000000,2011-01-01
474,Bitglass,Cloud Security,USA,CA,SF Bay Area,Campbell,venture,A,2013-03-08,2013-03, 2013-Q1 ,2013.0,10000000,2013-01-01
475,Bitglass,Cloud Security,USA,CA,SF Bay Area,Campbell,venture,B,2014-08-05,2014-08, 2014-Q3 ,2014.0,25000000,2013-01-01
476,Bitly,Curated Web,USA,NY,New York City,New York,seed/angel,0,2008-01-01,2008-01, 2008-Q1 ,2008.0,1500000,2008-07-08
477,Bitly,Curated Web,USA,NY,New York City,New York,venture,A,2009-03-30,2009-03, 2009-Q1 ,2009.0,2000000,2008-07-08
478,Bitly,Curated Web,USA,NY,New York City,New York,venture,B,2010-10-08,2010-10, 2010-Q4 ,2010.0,10000000,2008-07-08
479,Bizible,Finance,USA,WA,Seattle,Seattle,seed/angel,0,2011-09-01,2011-09, 2011-Q3 ,2011.0,330000,2011-02-01
480,Bizible,Finance,USA,WA,Seattle,Seattle,venture,A,2012-11-26,2012-11, 2012-Q4 ,2012.0,2200000,2011-02-01
481,Bizible,Finance,USA,WA,Seattle,Seattle,venture,B,2014-08-26,2014-08, 2014-Q3 ,2014.0,8000000,2011-02-01
482,Bizo,Advertising,USA,CA,SF Bay Area,San Francisco,venture,A,2009-11-23,2009-11, 2009-Q4 ,2009.0,6000000,2008-05-20
483,Bizo,Advertising,USA,CA,SF Bay Area,San Francisco,venture,B,2012-04-02,2012-04, 2012-Q2 ,2012.0,10000000,2008-05-20
484,Blaze Bioscience,Health Care Information Technology,USA,WA,Seattle,Seattle,venture,A,2013-02-22,2013-02, 2013-Q1 ,2013.0,8500000,2010-01-01
485,Blaze Bioscience,Health Care Information Technology,USA,WA,Seattle,Seattle,venture,B,2013-12-03,2013-12, 2013-Q4 ,2013.0,9000000,2010-01-01
486,Bleacher Report,Blogging Platforms,USA,CA,SF Bay Area,San Francisco,venture,A,2007-11-01,2007-11, 2007-Q4 ,2007.0,1500000,2007-01-01
487,Bleacher Report,Blogging Platforms,USA,CA,SF Bay Area,San Francisco,venture,B,2009-06-01,2009-06, 2009-Q2 ,2009.0,3000000,2007-01-01
488,Bleacher Report,Blogging Platforms,USA,CA,SF Bay Area,San Francisco,venture,C,2010-12-20,2010-12, 2010-Q4 ,2010.0,10500000,2007-01-01
489,Bling Nation,Social Media,USA,CA,SF Bay Area,Palo Alto,venture,A,2009-07-02,2009-07, 2009-Q3 ,2009.0,8000000,2007-01-01
490,Bling Nation,Social Media,USA,CA,SF Bay Area,Palo Alto,venture,B,2009-10-30,2009-10, 2009-Q4 ,2009.0,20000000,2007-01-01
491,Blippy Social Commerce,Mobile,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2010-01-14,2010-01, 2010-Q1 ,2010.0,1731223,2007-02-11
492,Blippy Social Commerce,Mobile,USA,CA,SF Bay Area,San Francisco,venture,A,2010-04-22,2010-04, 2010-Q2 ,2010.0,11200000,2007-02-11
493,Bloc,Web Design,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-05-10,2012-05, 2012-Q2 ,2012.0,250000,2011-12-14
494,Bloc,Web Design,USA,CA,SF Bay Area,San Francisco,venture,A,2014-11-18,2014-11, 2014-Q4 ,2014.0,6000000,2011-12-14
495,Bloodhound,Mobile,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2011-08-24,2011-08, 2011-Q3 ,2011.0,250000,2011-09-01
496,Bloodhound,Mobile,USA,CA,SF Bay Area,San Francisco,venture,A,2013-01-23,2013-01, 2013-Q1 ,2013.0,4250000,2011-09-01
497,BloomNation,E-Commerce,USA,CA,Los Angeles,Los Angeles,seed/angel,0,2013-10-24,2013-10, 2013-Q4 ,2013.0,1650000,2010-03-22
498,BloomNation,E-Commerce,USA,CA,Los Angeles,Los Angeles,venture,A,2014-10-07,2014-10, 2014-Q4 ,2014.0,5500000,2010-03-22
499,BloomReach,Enterprise Software,USA,CA,SF Bay Area,Mountain View,venture,A,2008-09-01,2008-09, 2008-Q3 ,2008.0,5000000,2009-01-01
500,BloomReach,Enterprise Software,USA,CA,SF Bay Area,Mountain View,venture,B,2010-09-01,2010-09, 2010-Q3 ,2010.0,11000000,2009-01-01
501,BloomReach,Enterprise Software,USA,CA,SF Bay Area,Mountain View,venture,C,2012-10-18,2012-10, 2012-Q4 ,2012.0,25000000,2009-01-01
502,Bloomspot,Flash Sales,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2009-01-01,2009-01, 2009-Q1 ,2009.0,2050000,2010-01-01
503,Bloomspot,Flash Sales,USA,CA,SF Bay Area,San Francisco,venture,A,2010-09-16,2010-09, 2010-Q3 ,2010.0,9000000,2010-01-01
504,Bloomspot,Flash Sales,USA,CA,SF Bay Area,San Francisco,venture,B,2011-08-01,2011-08, 2011-Q3 ,2011.0,35000000,2010-01-01
505,Blue Apron,Cooking,USA,NY,New York City,New York,venture,A,2013-02-19,2013-02, 2013-Q1 ,2013.0,3000000,2012-01-01
506,Blue Apron,Cooking,USA,NY,New York City,New York,venture,B,2013-08-15,2013-08, 2013-Q3 ,2013.0,5000000,2012-01-01
507,Blue Apron,Cooking,USA,NY,New York City,New York,venture,C,2014-04-25,2014-04, 2014-Q2 ,2014.0,50000000,2012-01-01
508,Blue Jeans Network,Chat,USA,CA,SF Bay Area,Mountain View,venture,A,2009-11-01,2009-11, 2009-Q4 ,2009.0,5500000,2009-01-01
509,Blue Jeans Network,Chat,USA,CA,SF Bay Area,Mountain View,venture,B,2011-04-01,2011-04, 2011-Q2 ,2011.0,18000000,2009-01-01
510,Blue Jeans Network,Chat,USA,CA,SF Bay Area,Mountain View,venture,C,2012-06-27,2012-06, 2012-Q2 ,2012.0,25000000,2009-01-01
511,Blue Jeans Network,Chat,USA,CA,SF Bay Area,Mountain View,venture,D,2013-09-18,2013-09, 2013-Q3 ,2013.0,50000000,2009-01-01
512,BlueCava,Software,USA,CA,Anaheim,Irvine,seed/angel,0,2010-10-18,2010-10, 2010-Q4 ,2010.0,5300000,2010-07-01
513,BlueCava,Software,USA,CA,Anaheim,Irvine,venture,B,2011-10-21,2011-10, 2011-Q4 ,2011.0,5600000,2010-07-01
514,BlueConic,Marketing Automation,USA,MA,Boston,Boston,seed/angel,0,2010-08-01,2010-08, 2010-Q3 ,2010.0,1400000,2010-08-01
515,BlueConic,Marketing Automation,USA,MA,Boston,Boston,venture,A,2014-02-13,2014-02, 2014-Q1 ,2014.0,2600000,2010-08-01
516,BlueKai,Advertising,USA,CA,SF Bay Area,Cupertino,venture,A,2008-04-01,2008-04, 2008-Q2 ,2008.0,3200000,2007-01-01
517,BlueKai,Advertising,USA,CA,SF Bay Area,Cupertino,venture,B,2008-12-15,2008-12, 2008-Q4 ,2008.0,10500000,2007-01-01
518,BlueKai,Advertising,USA,CA,SF Bay Area,Cupertino,venture,C,2010-02-01,2010-02, 2010-Q1 ,2010.0,21400000,2007-01-01
519,BlueKai,Advertising,USA,CA,SF Bay Area,Cupertino,venture,D,2012-01-20,2012-01, 2012-Q1 ,2012.0,15000000,2007-01-01
520,BlueStacks,Home & Garden,USA,CA,SF Bay Area,Campbell,venture,A,2011-05-17,2011-05, 2011-Q2 ,2011.0,10640690,2009-01-01
521,BlueStacks,Home & Garden,USA,CA,SF Bay Area,Campbell,venture,B,2011-10-20,2011-10, 2011-Q4 ,2011.0,6400000,2009-01-01
522,BlueStripe Software,Software,USA,NC,Raleigh,Morrisville,venture,A,2007-01-01,2007-01, 2007-Q1 ,2007.0,5000000,2007-01-01
523,BlueStripe Software,Software,USA,NC,Raleigh,Morrisville,venture,B,2009-04-20,2009-04, 2009-Q2 ,2009.0,8000000,2007-01-01
524,Bluebox,Security,USA,CA,SF Bay Area,San Francisco,venture,A,2012-06-19,2012-06, 2012-Q2 ,2012.0,9500000,2012-01-01
525,Bluebox,Security,USA,CA,SF Bay Area,San Francisco,venture,B,2014-01-20,2014-01, 2014-Q1 ,2014.0,18000000,2012-01-01
526,Bluefin Labs,Search,USA,MA,Boston,Cambridge,seed/angel,0,2009-05-01,2009-05, 2009-Q2 ,2009.0,1200000,2008-06-01
527,Bluefin Labs,Search,USA,MA,Boston,Cambridge,venture,A,2010-10-01,2010-10, 2010-Q4 ,2010.0,6000000,2008-06-01
528,Bluefin Labs,Search,USA,MA,Boston,Cambridge,venture,B,2012-01-24,2012-01, 2012-Q1 ,2012.0,12000000,2008-06-01
529,Bluenose Analytics,Enterprise Software,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-01-18,2013-01, 2013-Q1 ,2013.0,2000000,2012-11-01
530,Bluenose Analytics,Enterprise Software,USA,CA,SF Bay Area,San Francisco,venture,A,2013-11-20,2013-11, 2013-Q4 ,2013.0,8000000,2012-11-01
531,Blueprint Medicines,Biotechnology,USA,MA,Boston,Cambridge,venture,A,2011-04-11,2011-04, 2011-Q2 ,2011.0,40000000,2011-01-01
532,Blueprint Medicines,Biotechnology,USA,MA,Boston,Cambridge,venture,B,2014-01-07,2014-01, 2014-Q1 ,2014.0,25000000,2011-01-01
533,Blueprint Medicines,Biotechnology,USA,MA,Boston,Cambridge,venture,C,2014-11-12,2014-11, 2014-Q4 ,2014.0,50000000,2011-01-01
534,BoardProspects,Social Media,USA,MA,Boston,Boston,seed/angel,0,2012-02-09,2012-02, 2012-Q1 ,2012.0,650000,2011-08-01
535,BoardProspects,Social Media,USA,MA,Boston,Boston,venture,A,2013-10-15,2013-10, 2013-Q4 ,2013.0,2400000,2011-08-01
536,Bonfire.com,Social Media,USA,CA,Los Angeles,Santa Monica,seed/angel,0,2012-07-01,2012-07, 2012-Q3 ,2012.0,100000,2012-02-01
537,Bonfire.com,Social Media,USA,CA,Los Angeles,Santa Monica,venture,A,2013-02-01,2013-02, 2013-Q1 ,2013.0,400000,2012-02-01
538,Bonobos,Shoes,USA,NY,New York City,New York,seed/angel,0,2010-01-21,2010-01, 2010-Q1 ,2010.0,3999865,2007-06-01
539,Bonobos,Shoes,USA,NY,New York City,New York,venture,D,2014-07-02,2014-07, 2014-Q3 ,2014.0,55000000,2007-06-01
540,BookShout!,Software,USA,TX,Dallas,Plano,seed/angel,0,2011-02-11,2011-02, 2011-Q1 ,2011.0,750000,2011-02-01
541,BookShout!,Software,USA,TX,Dallas,Plano,venture,A,2011-11-01,2011-11, 2011-Q4 ,2011.0,2000000,2011-02-01
542,BookShout!,Software,USA,TX,Dallas,Plano,venture,B,2013-04-25,2013-04, 2013-Q2 ,2013.0,6000000,2011-02-01
543,Booker,Internet Marketing,USA,NY,New York City,New York,venture,A,2011-10-19,2011-10, 2011-Q4 ,2011.0,14500000,2010-10-01
544,Booker,Internet Marketing,USA,NY,New York City,New York,venture,B,2013-04-17,2013-04, 2013-Q2 ,2013.0,27500000,2010-10-01
545,Boost Media,Optimization,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2011-03-14,2011-03, 2011-Q1 ,2011.0,1640000,2009-01-01
546,Boost Media,Optimization,USA,CA,SF Bay Area,San Francisco,venture,A,2013-01-01,2013-01, 2013-Q1 ,2013.0,2000000,2009-01-01
547,Boost Media,Optimization,USA,CA,SF Bay Area,San Francisco,venture,B,2013-08-06,2013-08, 2013-Q3 ,2013.0,8000000,2009-01-01
548,Boost Media,Optimization,USA,CA,SF Bay Area,San Francisco,venture,C,2014-11-18,2014-11, 2014-Q4 ,2014.0,19000000,2009-01-01
549,Booyah,Entertainment,USA,CA,SF Bay Area,San Francisco,venture,A,2008-04-30,2008-04, 2008-Q2 ,2008.0,4500000,2008-08-01
550,Booyah,Entertainment,USA,CA,SF Bay Area,San Francisco,venture,B,2009-09-30,2009-09, 2009-Q3 ,2009.0,5000000,2008-08-01
551,Booyah,Entertainment,USA,CA,SF Bay Area,San Francisco,venture,C,2010-05-17,2010-05, 2010-Q2 ,2010.0,20000000,2008-08-01
552,Bottlenose,Ediscovery,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-10-01,2012-10, 2012-Q4 ,2012.0,1000000,2010-12-01
553,Bottlenose,Ediscovery,USA,CA,SF Bay Area,San Francisco,venture,A,2013-07-30,2013-07, 2013-Q3 ,2013.0,3600000,2010-12-01
554,Boulder Wind Power,Clean Technology,USA,CO,Denver,Boulder,venture,A,2011-02-03,2011-02, 2011-Q1 ,2011.0,8000000,2009-01-01
555,Boulder Wind Power,Clean Technology,USA,CO,Denver,Boulder,venture,B,2011-09-19,2011-09, 2011-Q3 ,2011.0,35000000,2009-01-01
556,Boundary,Cloud Computing,USA,CA,SF Bay Area,Mountain View,venture,A,2011-11-15,2011-11, 2011-Q4 ,2011.0,4000000,2010-12-01
557,Boundary,Cloud Computing,USA,CA,SF Bay Area,Mountain View,venture,B,2012-07-10,2012-07, 2012-Q3 ,2012.0,15000000,2010-12-01
558,Boundary,Cloud Computing,USA,CA,SF Bay Area,Mountain View,venture,C,2014-04-03,2014-04, 2014-Q2 ,2014.0,22000000,2010-12-01
559,Boundless,Education,USA,MA,Boston,Boston,seed/angel,0,2012-04-01,2012-04, 2012-Q2 ,2012.0,1700000,2012-04-01
560,Boundless,Education,USA,MA,Boston,Boston,venture,A,2012-04-05,2012-04, 2012-Q2 ,2012.0,8000000,2012-04-01
561,Boxed,Mobile Commerce,USA,NJ,Newark,Edison,seed/angel,0,2013-08-22,2013-08, 2013-Q3 ,2013.0,1100000,2013-06-01
562,Boxed,Mobile Commerce,USA,NJ,Newark,Edison,venture,A,2014-05-13,2014-05, 2014-Q2 ,2014.0,6500000,2013-06-01
563,Boxfish,Software,USA,CA,SF Bay Area,Palo Alto,venture,A,2011-07-30,2011-07, 2011-Q3 ,2011.0,3000000,2011-01-01
564,Boxfish,Software,USA,CA,SF Bay Area,Palo Alto,venture,B,2014-03-17,2014-03, 2014-Q1 ,2014.0,7000000,2011-01-01
565,Braintree,Accounting,USA,IL,Chicago,Chicago,venture,A,2011-06-29,2011-06, 2011-Q2 ,2011.0,34000000,2007-10-01
566,Braintree,Accounting,USA,IL,Chicago,Chicago,venture,B,2012-09-17,2012-09, 2012-Q3 ,2012.0,35000000,2007-10-01
567,BranchOut,Networking,USA,CA,SF Bay Area,San Francisco,venture,A,2010-09-17,2010-09, 2010-Q3 ,2010.0,6000000,2010-07-01
568,BranchOut,Networking,USA,CA,SF Bay Area,San Francisco,venture,B,2011-05-11,2011-05, 2011-Q2 ,2011.0,18000000,2010-07-01
569,BranchOut,Networking,USA,CA,SF Bay Area,San Francisco,venture,C,2012-04-19,2012-04, 2012-Q2 ,2012.0,25000000,2010-07-01
570,Brand Affinity Technologies,Advertising,USA,CA,Anaheim,Irvine,venture,C,2010-08-24,2010-08, 2010-Q3 ,2010.0,20000000,2007-01-01
571,Brand Affinity Technologies,Advertising,USA,CA,Anaheim,Irvine,venture,D,2012-05-02,2012-05, 2012-Q2 ,2012.0,7500000,2007-01-01
572,BrandYourself,SEO,USA,NY,New York City,New York,seed/angel,0,2010-01-01,2010-01, 2010-Q1 ,2010.0,300000,2009-04-08
573,BrandYourself,SEO,USA,NY,New York City,New York,venture,A,2014-06-05,2014-06, 2014-Q2 ,2014.0,3300000,2009-04-08
574,Branding Brand,Web Development,USA,PA,Pittsburgh,Pittsburgh,venture,A,2012-10-01,2012-10, 2012-Q4 ,2012.0,7500000,2008-03-01
575,Branding Brand,Web Development,USA,PA,Pittsburgh,Pittsburgh,venture,B,2013-09-19,2013-09, 2013-Q3 ,2013.0,9500000,2008-03-01
576,Brandlive,SaaS,USA,OR,"Portland, Oregon",Portland,seed/angel,0,2012-10-04,2012-10, 2012-Q4 ,2012.0,65000,2010-07-25
577,Brandlive,SaaS,USA,OR,"Portland, Oregon",Portland,venture,A,2013-09-11,2013-09, 2013-Q3 ,2013.0,1600000,2010-07-25
578,Breaktime Studios,Mobile Games,USA,CA,SF Bay Area,San Francisco,venture,A,2011-11-14,2011-11, 2011-Q4 ,2011.0,6588450,2011-03-01
579,Breaktime Studios,Mobile Games,USA,CA,SF Bay Area,San Francisco,venture,B,2012-03-14,2012-03, 2012-Q1 ,2012.0,4950000,2011-03-01
580,Breezeworks,Local,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-09-09,2013-09, 2013-Q3 ,2013.0,2000000,2012-01-01
581,Breezeworks,Local,USA,CA,SF Bay Area,San Francisco,venture,A,2014-11-18,2014-11, 2014-Q4 ,2014.0,5000000,2012-01-01
582,Breezy,Printing,USA,CA,SF Bay Area,Oakland,seed/angel,0,2011-03-08,2011-03, 2011-Q1 ,2011.0,750000,2009-01-01
583,Breezy,Printing,USA,CA,SF Bay Area,Oakland,venture,A,2014-02-24,2014-02, 2014-Q1 ,2014.0,2660564,2009-01-01
584,Bright Pattern,Customer Support Tools,USA,CA,SF Bay Area,San Bruno,seed/angel,0,2010-10-01,2010-10, 2010-Q4 ,2010.0,1500000,2010-01-01
585,Bright Pattern,Customer Support Tools,USA,CA,SF Bay Area,San Bruno,venture,A,2013-10-04,2013-10, 2013-Q4 ,2013.0,3500000,2010-01-01
586,Bright.com,Curated Web,USA,CA,SF Bay Area,San Francisco,venture,A,2012-06-19,2012-06, 2012-Q2 ,2012.0,6000000,2011-02-20
587,Bright.com,Curated Web,USA,CA,SF Bay Area,San Francisco,venture,B,2013-09-18,2013-09, 2013-Q3 ,2013.0,14000000,2011-02-20
588,BrightBytes,Big Data,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-02-19,2013-02, 2013-Q1 ,2013.0,750000,2012-03-01
589,BrightBytes,Big Data,USA,CA,SF Bay Area,San Francisco,venture,A,2013-07-11,2013-07, 2013-Q3 ,2013.0,2500000,2012-03-01
590,BrightBytes,Big Data,USA,CA,SF Bay Area,San Francisco,venture,B,2014-03-12,2014-03, 2014-Q1 ,2014.0,15000000,2012-03-01
591,BrightFarms,Organic Food,USA,NY,New York City,New York,venture,A,2011-12-13,2011-12, 2011-Q4 ,2011.0,4300000,2011-01-01
592,BrightFarms,Organic Food,USA,NY,New York City,New York,venture,B,2014-01-29,2014-01, 2014-Q1 ,2014.0,4900000,2011-01-01
593,BrightScope,Finance,USA,CA,San Diego,San Diego,venture,A,2008-05-31,2008-05, 2008-Q2 ,2008.0,900000,2008-02-01
594,BrightScope,Finance,USA,CA,San Diego,San Diego,venture,B,2009-09-01,2009-09, 2009-Q3 ,2009.0,2000000,2008-02-01
595,BrightScope,Finance,USA,CA,San Diego,San Diego,venture,C,2012-09-12,2012-09, 2012-Q3 ,2012.0,3000000,2008-02-01
596,Brighter.com,Curated Web,USA,CA,Los Angeles,Santa Monica,venture,A,2011-01-01,2011-01, 2011-Q1 ,2011.0,5000000,2011-01-01
597,Brighter.com,Curated Web,USA,CA,Los Angeles,Santa Monica,venture,B,2011-08-15,2011-08, 2011-Q3 ,2011.0,8000000,2011-01-01
598,Brighter.com,Curated Web,USA,CA,Los Angeles,Santa Monica,venture,C,2013-10-29,2013-10, 2013-Q4 ,2013.0,15000000,2011-01-01
599,Brightpearl,Business Services,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2010-06-24,2010-06, 2010-Q2 ,2010.0,1500000,2007-01-01
600,Brightpearl,Business Services,USA,CA,SF Bay Area,San Francisco,venture,A,2011-05-25,2011-05, 2011-Q2 ,2011.0,5000000,2007-01-01
601,Brightpearl,Business Services,USA,CA,SF Bay Area,San Francisco,venture,B,2013-05-21,2013-05, 2013-Q2 ,2013.0,8000000,2007-01-01
602,Brightpearl,Business Services,USA,CA,SF Bay Area,San Francisco,venture,C,2014-04-28,2014-04, 2014-Q2 ,2014.0,10000000,2007-01-01
603,BringIt,Games,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2008-05-05,2008-05, 2008-Q2 ,2008.0,1290000,2008-11-20
604,BringIt,Games,USA,CA,SF Bay Area,San Francisco,venture,A,2010-07-15,2010-07, 2010-Q3 ,2010.0,1550000,2008-11-20
605,Brit + Co.,E-Commerce,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-04-30,2012-04, 2012-Q2 ,2012.0,1250000,2011-11-01
606,Brit + Co.,E-Commerce,USA,CA,SF Bay Area,San Francisco,venture,A,2013-06-25,2013-06, 2013-Q2 ,2013.0,6300000,2011-11-01
607,Britely,Curated Web,USA,CA,SF Bay Area,Palo Alto,seed/angel,0,2007-01-01,2007-01, 2007-Q1 ,2007.0,900000,2007-01-01
608,Britely,Curated Web,USA,CA,SF Bay Area,Palo Alto,venture,A,2009-09-03,2009-09, 2009-Q3 ,2009.0,2500000,2007-01-01
609,Bromium,Security,USA,CA,SF Bay Area,Cupertino,venture,A,2011-06-22,2011-06, 2011-Q2 ,2011.0,9200000,2010-01-01
610,Bromium,Security,USA,CA,SF Bay Area,Cupertino,venture,B,2012-06-20,2012-06, 2012-Q2 ,2012.0,26500000,2010-01-01
611,Bromium,Security,USA,CA,SF Bay Area,Cupertino,venture,C,2013-10-23,2013-10, 2013-Q4 ,2013.0,40000000,2010-01-01
612,Buffer,Twitter Applications,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2011-12-20,2011-12, 2011-Q4 ,2011.0,400000,2010-10-12
613,Buffer,Twitter Applications,USA,CA,SF Bay Area,San Francisco,venture,A,2014-10-27,2014-10, 2014-Q4 ,2014.0,3500000,2010-10-12
614,Building Robotics,Enterprise Software,USA,CA,SF Bay Area,Oakland,seed/angel,0,2013-06-01,2013-06, 2013-Q2 ,2013.0,1140000,2013-01-01
615,Building Robotics,Enterprise Software,USA,CA,SF Bay Area,Oakland,venture,A,2014-10-02,2014-10, 2014-Q4 ,2014.0,5500000,2013-01-01
616,Bump Technologies,Mobile,USA,CA,SF Bay Area,Mountain View,venture,A,2009-10-24,2009-10, 2009-Q4 ,2009.0,3400000,2008-10-01
617,Bump Technologies,Mobile,USA,CA,SF Bay Area,Mountain View,venture,B,2011-01-10,2011-01, 2011-Q1 ,2011.0,16500000,2008-10-01
618,Business Insider,News,USA,NY,New York City,New York,seed/angel,0,2008-07-16,2008-07, 2008-Q3 ,2008.0,900000,2007-05-01
619,Business Insider,News,USA,NY,New York City,New York,venture,C,2009-05-21,2009-05, 2009-Q2 ,2009.0,2700000,2007-05-01
620,Business Insider,News,USA,NY,New York City,New York,venture,D,2010-07-28,2010-07, 2010-Q3 ,2010.0,3000000,2007-05-01
621,Bustle,Curated Web,USA,NY,New York City,Brooklyn,venture,A,2013-08-13,2013-08, 2013-Q3 ,2013.0,6500000,2013-01-01
622,Bustle,Curated Web,USA,NY,New York City,Brooklyn,venture,B,2014-07-14,2014-07, 2014-Q3 ,2014.0,5000000,2013-01-01
623,BuyWithMe,Group Buying,USA,NY,New York City,New York,venture,A,2010-01-20,2010-01, 2010-Q1 ,2010.0,5500000,2009-03-01
624,BuyWithMe,Group Buying,USA,NY,New York City,New York,venture,B,2010-07-06,2010-07, 2010-Q3 ,2010.0,16000000,2009-03-01
625,BuyWithMe,Group Buying,USA,NY,New York City,New York,venture,C,2011-05-15,2011-05, 2011-Q2 ,2011.0,10000000,2009-03-01
626,Buysight,Advertising,USA,CA,SF Bay Area,Palo Alto,venture,A,2008-11-04,2008-11, 2008-Q4 ,2008.0,6030000,2008-01-01
627,Buysight,Advertising,USA,CA,SF Bay Area,Palo Alto,venture,B,2012-03-21,2012-03, 2012-Q1 ,2012.0,8000000,2008-01-01
628,Buzz Digital (formerly Buzz Referrals),Startups,USA,IL,Chicago,Chicago,seed/angel,0,2011-04-30,2011-04, 2011-Q2 ,2011.0,50000,2011-01-01
629,Buzz Digital (formerly Buzz Referrals),Startups,USA,IL,Chicago,Chicago,venture,A,2011-12-19,2011-12, 2011-Q4 ,2011.0,600000,2011-01-01
630,BuzzFeed,Entertainment,USA,NY,New York City,New York,venture,A,2008-07-09,2008-07, 2008-Q3 ,2008.0,3500000,2008-01-01
631,BuzzFeed,Entertainment,USA,NY,New York City,New York,venture,B,2010-05-12,2010-05, 2010-Q2 ,2010.0,8000000,2008-01-01
632,BuzzFeed,Entertainment,USA,NY,New York City,New York,venture,C,2012-01-09,2012-01, 2012-Q1 ,2012.0,15500000,2008-01-01
633,BuzzFeed,Entertainment,USA,NY,New York City,New York,venture,D,2013-01-03,2013-01, 2013-Q1 ,2013.0,19300000,2008-01-01
634,BuzzFeed,Entertainment,USA,NY,New York City,New York,venture,E,2014-08-10,2014-08, 2014-Q3 ,2014.0,50000000,2008-01-01
