,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,raised_amount_usd
441,/organization/tripit,TripIt,|Social Media|Travel|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/concur-technologies,Concur Technologies,|Technology|Cloud Management|Travel|Software|,Travel,USA,WA,Seattle,Redmond,1/13/11,2011-01,2011-Q1,2011,120000000,USD,12100000
483,/organization/wildfire-interactive,"Wildfire, a division of Google",|Advertising|Sales and Marketing|Social Media|Enterprise Software|,Social Media,USA,CA,SF Bay Area,Redwood City,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,7/31/12,2012-07,2012-Q3,2012,350000000,USD,14000000
55,/organization/bebo,Bebo,|Social Network Media|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,3/13/08,2008-03,2008-Q1,2008,850000000,USD,15000000
362,/organization/buddymedia,Salesforce Buddy Media,|Social Network Media|Social Media Marketing|Apps|SaaS|Software|Media|Social Media|Facebook Applications|Enterprise Software|,Social Media,USA,NY,New York City,New York,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,6/4/12,2012-06,2012-Q2,2012,689000000,USD,85000000
436,/organization/topsy-labs,Topsy Labs,|Twitter Applications|Social Media|Real Time|Search|Analytics|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,12/2/13,2013-12,2013-Q4,2013,200000000,USD,26900000
389,/organization/skybox-imaging,Skybox Imaging,|Aerospace|Big Data|,Software,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,6/10/14,2014-06,2014-Q2,2014,500000000,USD,91000000
359,/organization/rockmelt,Rockmelt,|Facebook Applications|Browser Extensions|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,8/1/13,2013-08,2013-Q3,2013,65000000,USD,38200000
136,/organization/evolv-on-demand,Evolv,|Career Management|Enterprise Software|Analytics|,Software,USA,CA,SF Bay Area,San Francisco,/organization/cornerstone-ondemand,Cornerstone OnDemand,|Enterprises|Career Management|Software|,Career Management,USA,CA,Los Angeles,Santa Monica,10/7/14,2014-10,2014-Q4,2014,44500000,USD,34250000
214,/organization/kapow-technologies,Kapow Software,|Enterprise Software|Data Integration|Big Data|Software|,Software,USA,CA,SF Bay Area,Palo Alto,/organization/kofax,Kofax,|Software|,Software,USA,CA,Anaheim,Irvine,7/31/13,2013-07,2013-Q3,2013,47500000,USD,18243770
232,/organization/liveramp,LiveRamp,|Advertising|Data Integration|Brand Marketing|,Software,USA,CA,SF Bay Area,San Francisco,/organization/acxiom,Acxiom,|Data Privacy|Data Security|Databases|Analytics|Direct Marketing|Email Marketing|Advertising|Big Data|Software|,Analytics,USA,AR,Little Rock,Little Rock,5/15/14,2014-05,2014-Q2,2014,310000000,USD,15000000
345,/organization/reconnex,Reconnex,|Data Security|Security|,Software,USA,CA,SF Bay Area,Mountain View,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,7/7/08,2008-07,2008-Q3,2008,46000000,USD,16000000
235,/organization/locu,Locu,|Restaurants|Developer APIs|Local|Content|Local Search|Databases|Advertising|,Software,USA,MA,Boston,Cambridge,/organization/godaddy,GoDaddy,|Sales and Marketing|Customer Service|Data Security|E-Commerce|Web Development|Web Hosting|Domains|,E-Commerce,USA,AZ,Phoenix,Scottsdale,8/19/13,2013-08,2013-Q3,2013,70000000,USD,4000000
272,/organization/mysql,MySQL,|Lighting|Open Source|Databases|Enterprise Software|,Software,USA,CA,SF Bay Area,Cupertino,/organization/sun-microsystems,Sun Microsystems,|Software|Hardware|Computers|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,1/1/08,2008-01,2008-Q1,2008,1000000000,USD,39800000
243,/organization/m-metrics,M:Metrics,|Demographies|Test and Measurement|Mobile|,Software,USA,WA,Seattle,Seattle,/organization/comscore,comScore,|Business Services|Curated Web|,Business Services,USA,VA,"Washington, D.C.",Reston,5/28/08,2008-05,2008-Q2,2008,44000000,USD,18000000
90,/organization/clearwell-systems,Clearwell Systems,|Ediscovery|Enterprise Software|,Software,USA,CA,SF Bay Area,Mountain View,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,7/11/11,2011-07,2011-Q3,2011,410000000,USD,29000000
329,/organization/presidium-learning,Presidium Learning,|Education|,Software,USA,VA,"Washington, D.C.",Reston,/organization/blackboard,Blackboard,|Software|,Software,USA,DC,"Washington, D.C.",Washington,1/13/11,2011-01,2011-Q1,2011,53000000,USD,2000000
184,/organization/icontact,iContact,|Social Media Marketing|Email|Email Marketing|Email Newsletters|Surveys|Messaging|,Software,USA,NC,Raleigh,Morrisville,/organization/vocus,Vocus,|Marketing Automation|Email Marketing|Social Media Monitoring|Software|,Marketing Automation,USA,MD,"Washington, D.C.",Beltsville,2/28/12,2012-02,2012-Q1,2012,169000000,USD,45350000
231,/organization/liverail,LiveRail,|Internet Marketing|Entertainment|Enterprises|Video|Advertising|,Software,USA,CA,SF Bay Area,San Francisco,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Social Media,USA,CA,SF Bay Area,Menlo Park,7/2/14,2014-07,2014-Q3,2014,500000000,USD,11500000
445,/organization/the-trunk-club,Trunk Club,|Retail|Fashion|,Software,USA,IL,Chicago,Chicago,/organization/nordstrom,Nordstrom,|Consumer Goods|Brand Marketing|Fashion|,Fashion,USA,WA,Seattle,Seattle,7/31/14,2014-07,2014-Q3,2014,350000000,USD,11000000
382,/organization/silver-tail-systems,Silver Tail Systems,|Software|Fraud Detection|Security|Analytics|,Software,USA,CA,SF Bay Area,Menlo Park,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,10/30/12,2012-10,2012-Q4,2012,250000000,USD,22100000
383,/organization/silversky,Silversky,|Information Technology|Network Security|Security|Software|,Software,USA,CT,Hartford,Milford,/organization/bae-systems,BAE Systems,|Transportation|Manufacturing|,Transportation,USA,MD,"Washington, D.C.",Rockville,10/21/14,2014-10,2014-Q4,2014,232500000,USD,54000000
252,/organization/meebo,Meebo,|Web Development|Social Network Media|Internet|Chat|Messaging|Curated Web|,Software,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,6/4/12,2012-06,2012-Q2,2012,100000000,USD,65000000
281,/organization/newsy,Newsy,|Internet|Mobile|Video|News|,Software,USA,MO,St. Louis,Columbia,/organization/e-w-scripps,E.W. Scripps,|Curated Web|,Curated Web,USA,OH,Cincinnati,Cincinnati,12/9/13,2013-12,2013-Q4,2013,35000000,USD,1500000
467,/organization/voxel-dot-net,Voxel (Internap),|Linux|Content Delivery|Web Hosting|,Software,USA,NY,New York City,New York,/organization/internap,Internap,|Video Streaming|Content Delivery|Enterprises|Games|E-Commerce|Web Hosting|SaaS|Storage|Internet|Data Centers|Software|Curated Web|,Games,USA,GA,Atlanta,Atlanta,1/3/12,2012-01,2012-Q1,2012,30000000,USD,5500000
94,/organization/concept-io,Concept.io,|Content Discovery|Personalization|Machine Learning|Mobile|,Software,USA,CA,SF Bay Area,Mountain View,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,7/28/14,2014-07,2014-Q3,2014,30000000,USD,5400000
493,/organization/zimbra,Zimbra,|Collaboration|Productivity Software|Web Development|Email|Software|,Software,USA,CA,SF Bay Area,Palo Alto,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,9/1/07,2007-09,2007-Q3,2007,350000000,USD,14500000
156,/organization/gizmofive,Gizmo5,|Public Relations|,Software,USA,CA,San Diego,San Diego,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,11/9/09,2009-11,2009-Q4,2009,30000000,USD,6000000
242,/organization/m5-networks,M5 Networks,|Customer Service|Contact Centers|VoIP|Public Relations|,Software,USA,NY,New York City,New York,/organization/shoretel,ShoreTel,|VoIP|Telecommunications|Hardware + Software|,VoIP,USA,CA,SF Bay Area,Sunnyvale,2/1/12,2012-02,2012-Q1,2012,146000000,USD,4125014
378,/organization/sierra-monolithics,Sierra Monolithics,|Public Relations|,Software,USA,CA,Los Angeles,Redondo Beach,/organization/semtech,Semtech,|Semiconductors|,Semiconductors,USA,CA,Santa Barbara,Camarillo,11/19/09,2009-11,2009-Q4,2009,180000000,USD,25200000
292,/organization/on2,On2 Technologies,|SaaS|Content|Video|Software|,Software,USA,NY,"Albany, New York",Clifton Park,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2/19/10,2010-02,2010-Q1,2010,130000000,USD,5240000
298,/organization/optimal,"Optimal, Inc.",|SaaS|Advertising|,Software,USA,CA,SF Bay Area,San Francisco,/organization/brand-networks,Brand Networks,|Sales and Marketing|Services|Social Media|Facebook Applications|Software|,Software,USA,MA,Boston,Boston,10/16/13,2013-10,2013-Q4,2013,35000000,USD,5100000
0,/organization/170-systems,170 Systems,|Software|,Software,USA,MA,Boston,Bedford,/organization/kofax,Kofax,|Software|,Software,USA,CA,Anaheim,Irvine,9/8/09,2009-09,2009-Q3,2009,43000000,USD,14000000
45,/organization/attenex,Attenex,|Software|,Software,USA,WA,Seattle,Seattle,/organization/fti-consulting,FTI Consulting,|Consulting|,Consulting,USA,MD,Baltimore,Baltimore,7/2/08,2008-07,2008-Q3,2008,88000000,USD,5000000
72,/organization/broadlight,BroadLight,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,3/21/12,2012-03,2012-Q1,2012,230000000,USD,22000000
95,/organization/contrail-systems,Contrail Systems,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,/organization/juniper-networks,Juniper Networks,|Communications Hardware|Technology|Security|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,12/13/12,2012-12,2012-Q4,2012,176000000,USD,10000000
100,/organization/cotendo,Cotendo,|Content Delivery|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/akamai-technologies,Akamai Technologies,|SaaS|IaaS|Digital Media|Video Streaming|Data Security|Content Delivery|Cloud Computing|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Cambridge,11/27/11,2011-11,2011-Q4,2011,268000000,USD,36000000
115,/organization/digital-fuel,Digital Fuel,|Software|,Software,USA,CA,SF Bay Area,San Mateo,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,6/13/11,2011-06,2011-Q2,2011,85000000,USD,5000000
118,/organization/divide,Divide,|Software|,Software,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,5/20/14,2014-05,2014-Q2,2014,120000000,USD,23000000
119,/organization/divx,DivX,|Video|Software|,Software,USA,CA,San Diego,San Diego,/organization/sonic-solutions,Sonic Solutions,|Software|,Software,USA,CA,SF Bay Area,Novato,6/2/10,2010-06,2010-Q2,2010,323000000,USD,35000000
123,/organization/dynatrace-software,dynaTrace software,|Apps|Software|,Software,USA,MA,Boston,Waltham,/organization/compuware,Compuware,|Enterprise Software|Information Technology|Testing|Consulting|Services|Software|,Enterprise Software,USA,MI,Detroit,Detroit,7/6/11,2011-07,2011-Q3,2011,256000000,USD,17900000
135,/organization/evolution-robotics,Evolution Robotics,|Software|,Software,USA,CA,Los Angeles,Pasadena,/organization/irobot,iRobot,|Consumer Electronics|Hardware + Software|,Consumer Electronics,USA,MA,Boston,Bedford,9/17/12,2012-09,2012-Q3,2012,74000000,USD,13880000
197,/organization/interactive-tko,Interactive TKO,|Software|,Software,USA,TX,Dallas,Dallas,/organization/ca,CA Technologies,|Software|,Software,USA,NY,Long Island,Islandia,6/29/11,2011-06,2011-Q2,2011,330000000,USD,12560000
203,/organization/itis-holdings,ITIS Holdings,|Software|,Software,USA,CT,Hartford,Cheshire,/organization/inrix,INRIX,|Crowdsourcing|Big Data|SEO|Public Transportation|,Crowdsourcing,USA,WA,Seattle,Kirkland,8/1/11,2011-08,2011-Q3,2011,37000000,GBP,10964643
205,/organization/jaspersoft,Jaspersoft,|Open Source|Analytics|Web Development|Business Intelligence|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,4/28/14,2014-04,2014-Q2,2014,185000000,USD,20000000
215,/organization/kasenna,Kasenna,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/espial-group,Espial Group,|Software|,Software,CAN,ON,Toronto,Toronto,7/10/08,2008-07,2008-Q3,2008,79910000,USD,11000000
